,wti_price_weekly,rig_count,rig_country_canada,rig_country_united_states,rig_basin_ardmore_woodford,rig_basin_arkoma_woodford,rig_basin_barnett,rig_basin_cana_woodford,rig_basin_dj-niobrara,rig_basin_eagle_ford,rig_basin_fayetteville,rig_basin_granite_wash,rig_basin_haynesville,rig_basin_marcellus,rig_basin_mississippian,rig_basin_other,rig_basin_permian,rig_basin_utica,rig_basin_williston,rig_drillfor_gas,rig_drillfor_miscellaneous,rig_drillfor_oil,rig_state_alabama,rig_state_alaska,rig_state_alberta,rig_state_arizona,rig_state_arkansas,rig_state_british_columbia,rig_state_california,rig_state_colorado,rig_state_florida,rig_state_hawaii,rig_state_idaho,rig_state_illinois,rig_state_indiana,rig_state_kansas,rig_state_kentucky,rig_state_louisiana,rig_state_manitoba,rig_state_michigan,rig_state_mississippi,rig_state_montana,rig_state_nebraska,rig_state_nevada,rig_state_new_mexico,rig_state_new_york,rig_state_newfoundland_and_labrador,rig_state_nl_offshore,rig_state_north_dakota,rig_state_nova_scotia,rig_state_ohio,rig_state_oklahoma,rig_state_oregon,rig_state_pennsylvania,rig_state_saskatchewan,rig_state_south_dakota,rig_state_texas,rig_state_utah,rig_state_virginia,rig_state_west_virginia,rig_state_wyoming,rig_traj_directional,rig_traj_horizontal,rig_traj_other,rig_traj_vertical,us_production_mbbld,fed_funds,unemployment,indpro,cpi,ppi,ng_price,recession,t_bill_3m,treasury_2y,treasury_10y,sp500,sp500_ret_m,wti_mom_pct,cpi_mom_pct,ppi_mom_pct
wti_price_weekly,1.0,0.3615306777006088,0.4171352886207826,0.3677777169233482,0.352553059852235,-0.06931580256117771,0.12133932899640174,-0.12273977908396706,0.17770669652316962,0.36663387620977334,0.17680605625932985,0.22821381382414602,0.41931533481762795,0.24379376948088435,0.11314777944825628,0.31793327421088025,0.5048351427386303,0.2028497635527488,0.274385125502322,0.32602870400504674,0.4473963647671061,0.3901584242974956,0.024586115980694975,0.22994528876599984,0.47927813252507806,0.2705472176269823,0.1845340321191451,0.2738519681388225,0.2046940671087026,0.18556299128443213,0.28927615292202435,-0.167819690846554,-0.036322478902658765,0.15084364581314788,0.011119817357035704,0.2684322421932806,-0.10423328926069277,0.2990008010471125,0.22677365266501984,0.27904092009939374,-0.015872633898512192,0.6223142397004177,0.09039813145322706,0.4124988126556789,0.46830287784729085,0.15114891783422418,-0.11182760636448164,-0.05170992188913441,0.2637036468786026,-0.21841293143271945,0.2096777859610066,0.1989926056950101,0.14688386623269856,0.23436791328170675,0.3054029233817056,0.44401514936718006,0.3804938492562984,0.8519465252227614,0.29070518350208874,0.2965956434303531,0.336202230309031,0.2005939346918618,0.4230890698763983,-0.06815154402539025,0.08073579875045593,0.07040056717476072,0.07923071795044133,-0.1450762102494991,0.28400171119350454,0.11309685418692,0.751961779637103,0.5708938303785094,-0.19292308475421324,0.09809400880796713,0.2130573396604146,0.5095393407870957,0.1040185620830782,0.027917244046276303,0.04834520318391286,0.17268537913699203,0.07184440050990684
rig_count,0.3615306777006088,1.0,0.6481434335361452,0.9833727570382592,0.6671271550135105,0.6823481542504882,0.6630147746166161,0.7073268005687319,0.9158963319439719,0.9419150354694594,0.597045833612686,0.7099925038915672,0.3098056847448276,0.9098657716567282,0.8183729288357637,0.8998160676177996,0.8805466910217604,0.8686289477887252,0.9356652887879492,0.9409471403015168,-0.07758934803332122,0.9924332023912084,0.7552991202447465,0.2841695057880654,0.6256218715097797,0.2630188907277841,0.6376848100484885,0.5625053894797043,0.8130274255812565,0.9209573042039513,0.7233742685737097,-0.26915686133101224,0.12257446723578073,0.4676723142957802,0.3844068467220585,0.5956008557278036,0.4120868816709105,0.8651172836883488,0.5094494118016817,-0.2685528136423754,0.7265902968149546,0.5292874674854806,0.5378454568696223,0.3469115838021693,0.16798408626674252,-0.012851076445272515,-0.14782112518743637,0.3023270452573952,0.9350991105439422,-0.15696260961396763,0.8687470845035801,0.9043191724310266,0.18775269647105441,0.9024981806372143,0.5932250916480336,0.5444792472358546,0.9781786746398043,0.48492260973596746,0.40132405068678056,0.8416538958214778,0.9342656155942012,0.8811426343734309,0.9890317237289884,-0.11417122662779301,0.8195242174442724,-0.42725107717903843,-0.08913118327958715,0.02385322496061267,0.5357198965427856,-0.6180394368629105,-0.1050798899158796,0.3566918446162265,-0.08049186652029504,-0.21863400442927244,-0.050564988848664894,0.17875075348198402,-0.6360459158485751,-0.08375415314902526,-0.17268543733304192,-0.34216276141035157,-0.31281813304958256
rig_country_canada,0.4171352886207826,0.6481434335361452,1.0,0.5354805287717851,0.37547220299932343,0.339188348100193,0.3826364167350559,0.2854421951680146,0.47346234148404776,0.5155031546593373,0.4304304406903315,0.5193258067304248,0.07995468824496574,0.4063593739029358,0.43634615451504044,0.8446371585309742,0.5046837247127042,0.533571973494228,0.49605602726516485,0.6579917983335151,0.10039353640690246,0.6409477188458789,0.35656447035338856,0.39473766422364376,0.9835193476088033,0.09607496261493509,0.4256732243330902,0.698700302013639,0.42527661630174174,0.4976995799854496,0.3017237722463276,-0.30855441246729304,0.14123868999315287,0.30769454954596126,0.16327603172360547,0.34300881991073495,0.2733629120743359,0.42718714918435385,0.8421902363387767,-0.002899789820387265,0.3435523991696794,0.5301719752401016,0.33396224441850003,0.23872904204317597,0.1547822290122253,0.011819370308116833,-0.17485687811874254,0.06783445543490602,0.49780929745292446,-0.024135484203450117,0.5210546579472765,0.5003472418102143,0.19289615430747278,0.4049222281836922,0.863431059132527,0.4051040695516639,0.5327609918331884,0.5307198264060905,0.21716081921125122,0.38341832635619505,0.5262094776958032,0.5825925192241062,0.6405154300299062,-0.12698417701708867,0.524625824970809,-0.21148411090651156,0.006717336128862723,0.046090963544349356,0.23784368210777965,-0.2600930532405379,0.13471795219131139,0.370981529801375,-0.14309665159163562,-0.04852031169393305,0.08190948098009349,0.32523502160413814,-0.2726541779719889,-0.03257902657842863,-0.1982133822404085,-0.14628738636937427,-0.2469139383238398
rig_country_united_states,0.3677777169233482,0.9833727570382592,0.5354805287717851,1.0,0.6859437336790193,0.6784114060979783,0.6608329549809447,0.6984578424828648,0.9275688253557215,0.9565508835499879,0.5905333630064431,0.6989559794122507,0.33034020921427926,0.9266492645353281,0.8210135272301516,0.8337043401760819,0.8999809057778664,0.862317686451777,0.9528100934959356,0.9144238283717188,-0.06752211739954443,0.980187107445237,0.7617928021985316,0.2769187777929792,0.519571580382967,0.2711235734274231,0.6330203787651122,0.4991149227239845,0.8250870163382867,0.927117281553156,0.7617992621696866,-0.24481769590294233,0.12187388847207908,0.4599950206747375,0.3906623675710652,0.6112224508893099,0.40847762076272204,0.8786833843942223,0.3975197117898037,-0.2808858014293987,0.735741006603422,0.5261374361511796,0.5498228479978686,0.33905969776768907,0.1943370429943151,-0.013129818103381243,-0.13616399997952022,0.32649813832758445,0.9515563753358094,-0.1775110382346437,0.8653483307679711,0.9061504499747352,0.1507263942255554,0.9200833165340867,0.48646839142768705,0.5289407342983371,0.9940195791714103,0.4852917276459528,0.4052571218830033,0.8641956856341116,0.947679349728673,0.8662296709708764,0.9782737251211715,-0.1080200857733616,0.794513683255391,-0.40704205836769014,-0.08853085918590861,0.009107375021309832,0.5777831130229704,-0.6149868074040294,-0.09912842972536083,0.347764014128144,-0.049828298322087405,-0.22425792400080066,-0.0469933732405366,0.1767437664905903,-0.6338932090129857,-0.0954748039889031,-0.1732526175771493,-0.36677870626611364,-0.3276115711507792
rig_basin_ardmore_woodford,0.352553059852235,0.6671271550135105,0.37547220299932343,0.6859437336790193,1.0,0.33664942168366147,0.5253688344173848,0.31329601281262676,0.6693535737625872,0.7485234066245078,0.5007398971162251,0.604481523928161,0.08005864567343943,0.65832430576138,0.6306514643014497,0.5940463093308367,0.5643558990815464,0.5788804231452439,0.7393195316205979,0.6312964820273346,0.12918476134979165,0.6634327903087175,0.5382045102683654,0.4406957032825369,0.3594653833469166,0.31675037886557067,0.5102213859151455,0.42807411924571154,0.5947274135049165,0.6550084708517867,0.6210085496385198,-0.13331873697141788,0.11867011020650899,0.4000025086054579,0.26458173565423,0.5746342294317985,0.2898976442955305,0.6638756986890618,0.22073089549621858,-0.08105261703014673,0.5338086399357366,0.5317924589948368,0.5830781954923252,0.25366119005968263,0.12911008529215473,-0.003070949449024335,-0.01985884409079906,0.35312581692574585,0.7350630037568993,-0.24899215415110354,0.5661741734066793,0.6403340350870383,0.17851911711819704,0.6326281698668358,0.3373542220641518,0.5089725480174586,0.6652860334042175,0.47037999883300036,0.3726587429636693,0.6962531867997407,0.6932667156024109,0.6184017816394058,0.6542172342592125,-0.16164030185292208,0.5827951338822773,-0.31504130325277263,-0.15135077922370035,0.19852741513482927,0.3099588100078834,-0.4818288977186409,0.004683396649983521,0.2924900933933094,0.0691008376489466,-0.2732464626282473,-0.15319972058216152,0.12082042370388237,-0.5145762842248139,-0.04610376280044059,-0.2317227277185684,-0.38408236585308236,-0.33615794278621963
rig_basin_arkoma_woodford,-0.06931580256117771,0.6823481542504882,0.339188348100193,0.6784114060979783,0.33664942168366147,1.0,0.6618060409623344,0.8624500691132775,0.7401342437794249,0.665456777273008,0.4118173529203491,0.5724909826843886,0.1263696907078718,0.6668169047202248,0.7253830961263115,0.6257551800967706,0.4759973491297552,0.7363505046947899,0.6619542151751545,0.7074387578860353,-0.45434285364339505,0.6472553048351287,0.6367405448865926,0.09879371612317474,0.2937231282139551,-0.06035102721712798,0.4698774934680508,0.28544826292238706,0.6103783281241658,0.7512706958120866,0.40681888275734973,-0.2527727214030297,0.25763917005693404,0.563112172792108,0.1269879140125032,0.42570823815919606,0.5356003599261094,0.6921004139160007,0.2745663451016217,-0.5162394650906731,0.6384551160165564,0.08641892735314867,0.4122257618177815,0.1121146002564717,-0.2161957036838504,-0.0010808356478814159,-0.052023738741688696,0.21924348078595576,0.6707950138392207,0.03149041570479912,0.7547189729813603,0.8012632934518764,0.025576672453264043,0.6539485584684003,0.3326797889472145,0.15482400493351375,0.6573928226595216,0.01707659127825751,0.09624449517677172,0.5824602407538035,0.6112017479983536,0.6401102000640424,0.6390511894351666,-0.09398325029775786,0.7362542090769965,-0.5353699710486043,-0.16466607272136358,-0.008729692956837337,0.37907554025238643,-0.636447368316545,-0.4362311541386794,0.2340073297297424,-0.12352959121108209,-0.2813291246326957,-0.07930666364009045,-0.0298638711884218,-0.6432456754211695,-0.16444906167532622,-0.12425700324969084,-0.30086086922637506,-0.22787025625203214
rig_basin_barnett,0.12133932899640174,0.6630147746166161,0.3826364167350559,0.6608329549809447,0.5253688344173848,0.6618060409623344,1.0,0.5642963830304094,0.7613764450974433,0.7139904714910704,0.7638416160847105,0.7740160269445613,-0.11769993381637579,0.6829758897765315,0.8340321564087992,0.6597899625885728,0.41582013683313174,0.7943328120786781,0.7144857389367044,0.7425853374058645,-0.01918467413301997,0.6222994391644932,0.769331262914824,0.23930017614562224,0.3467155566251155,0.3176429570220508,0.7749606971798264,0.4534159941183525,0.6468106354459375,0.7830353515762856,0.6004361258512116,-0.20278109867750152,0.3033091449169713,0.7651928104730625,0.2656277306775127,0.6923470009395287,0.676961789547744,0.7325082731292937,0.34298859816981797,-0.3453272668961752,0.7343292410514529,0.4043257801633182,0.7234765387090143,0.44300014253440323,-0.3830557583389388,-0.02014743178207147,0.2010384939102272,0.2061603194322211,0.7220746366581194,0.06690198403617832,0.7857766076303668,0.8184745913735991,0.1908208552014988,0.6659142473988016,0.32806808379560054,0.5255650932602979,0.640916672707246,0.28776974511265596,0.3604677516536864,0.6865770873853898,0.623275448848669,0.7076741558130265,0.6155557563831052,-0.07224291714117455,0.8024705267794525,-0.7342971382629523,-0.3958271568672812,0.3945412803846694,0.12383775766657637,-0.7897411157515903,-0.3465255785628236,0.3677480767460143,-0.07875305883861429,-0.5171970753808985,-0.341302128010958,-0.07899696966618049,-0.8060558624876959,-0.03533512368990843,-0.09206027083835604,-0.3215189415128053,-0.18819294337435255
rig_basin_cana_woodford,-0.12273977908396706,0.7073268005687319,0.2854421951680146,0.6984578424828648,0.31329601281262676,0.8624500691132775,0.5642963830304094,1.0,0.7485476485070761,0.646171422732043,0.32827548896275766,0.5474413174262058,0.1716866280746642,0.686906336052949,0.717773655415344,0.5922433742908372,0.5390451023988747,0.7576568046776166,0.6572116214842401,0.69793268825072,-0.4818726973551381,0.6752756856414563,0.6683699598942933,0.05442343873781813,0.24778356087741987,0.05966815437335338,0.39906157203523085,0.23887922024058678,0.5795557353293149,0.7522753067137758,0.4065066904417826,-0.3216198487557116,0.12813892752917871,0.4138931583246175,0.1562345031395601,0.365761215694297,0.44689338952304314,0.6372603128232441,0.30427596693178943,-0.44324927694265887,0.6438952359358968,-0.00438319771498951,0.3129638974136098,0.10764765275013648,-0.12932459739297522,-0.054587756044107115,0.013726484334764446,0.21788924571048257,0.6658408005549751,0.11539151049253543,0.7662688787478664,0.8127583738972645,0.022964830974461656,0.6765119200644305,0.29033183338340834,0.1816415109088385,0.6885780031974792,-0.031061533809982316,0.20045844982974806,0.584983620895543,0.6423397960987881,0.6694600010936125,0.6665906641425394,-0.13253570618539878,0.7144954253075462,-0.4599583468957007,-0.0028830846997624435,-0.13815316412828227,0.42992795673786555,-0.6008200185200574,-0.45527020775847626,0.1393595575716502,-0.1571549653238594,-0.12539973248709524,0.03631010794972386,0.006801054845128427,-0.5978560987497523,-0.11642328570045146,-0.04673399428625081,-0.2888796685739569,-0.20767439081165123
rig_basin_dj-niobrara,0.17770669652316962,0.9158963319439719,0.47346234148404776,0.9275688253557215,0.6693535737625872,0.7401342437794249,0.7613764450974433,0.7485476485070761,1.0,0.9137640154235732,0.6815096905397569,0.7261814979312143,0.16655748816799995,0.9344370614280945,0.923842198368967,0.8137438345376166,0.7403482357998346,0.9009587600200564,0.9249492966349143,0.9107997092758165,-0.18837370481435556,0.8903658737326732,0.8576818420051938,0.2463311147793082,0.43117104019513774,0.26267938283790976,0.7031479454689609,0.5223103203934146,0.8094155899857831,0.9881190966189272,0.7523937244121364,-0.24499060466729175,0.2463959236283515,0.622674491940934,0.39855150030105,0.6878883841774894,0.5857063016023116,0.9179527022536937,0.3929981781877633,-0.4095059750861575,0.8441813543939659,0.4002985242296115,0.6754796616126402,0.3374194833919752,-0.0651061643210959,-0.014106470895186893,0.010406208243702425,0.29597334463429315,0.9288939063910949,-0.006359786095913104,0.9169141580648414,0.9299759835984418,0.13415209171792997,0.9187832189535127,0.4534286810788377,0.5073873994715488,0.9137354553232413,0.3203724129026212,0.4024034403503874,0.8691875489198807,0.8758902937474097,0.8790009597948751,0.8819254844789212,-0.14763423960673436,0.8961714747330153,-0.6175250901334158,-0.25756721128633986,0.16822159514019924,0.4188927237713604,-0.803719510389433,-0.35113587461439705,0.28482485469153546,-0.014055188570053298,-0.4104043820125622,-0.23256239334173484,-0.041710748239422314,-0.8189439534275794,-0.09284888461963302,-0.16771584134273043,-0.3987350302513274,-0.3479159779709058
rig_basin_eagle_ford,0.36663387620977334,0.9419150354694594,0.5155031546593373,0.9565508835499879,0.7485234066245078,0.665456777273008,0.7139904714910704,0.646171422732043,0.9137640154235732,1.0,0.6470689331467667,0.7257156116689704,0.23961677819603536,0.9080170460264287,0.8594485511996227,0.8291862714374996,0.7968644759271842,0.8402434067303949,0.9623121765618774,0.9257238802064811,-0.018996208887859987,0.9255153300351746,0.7430447640414176,0.3782059264242052,0.4949943441963097,0.3231141626262167,0.6828124516004721,0.548078504315316,0.7652238189350057,0.9151974286301532,0.7418980960235021,-0.2151017592243181,0.14851132376033804,0.5373137764992547,0.319985581387231,0.6637831016105218,0.40766870802007615,0.897400426296647,0.35735918900152364,-0.2625934192434223,0.7031225985246371,0.5329848745934546,0.6296489401441387,0.3690058659177505,0.11732942735150854,0.02629619658375188,-0.10478121171903602,0.3114997688295282,0.9580747337172144,-0.22636848572463,0.8460465830184746,0.8859363532046858,0.19354173735047497,0.8904517674571121,0.45065588326840744,0.5403832347605573,0.9418764100249215,0.49512365409476955,0.41095031062245424,0.8694655185782038,0.8866512683200767,0.8527221969352607,0.9227811173771732,-0.10760966226001754,0.8122294912916006,-0.4504761882972462,-0.11189500438359587,0.06761745925788393,0.45702983390750923,-0.6421888999868499,-0.10046721254285461,0.3236461434201764,-0.05110664697102879,-0.26196361745012214,-0.06975340771778103,0.1789578511556768,-0.6727510473464351,-0.10240321753085686,-0.20154349266021598,-0.38616319073133026,-0.36134929742381483
