date,rig_count,rig_country_canada,rig_country_united_states,rig_basin_ardmore_woodford,rig_basin_arkoma_woodford,rig_basin_barnett,rig_basin_cana_woodford,rig_basin_dj-niobrara,rig_basin_eagle_ford,rig_basin_fayetteville,rig_basin_granite_wash,rig_basin_haynesville,rig_basin_marcellus,rig_basin_mississippian,rig_basin_other,rig_basin_permian,rig_basin_utica,rig_basin_williston,rig_drillfor_gas,rig_drillfor_miscellaneous,rig_drillfor_oil,rig_state_alabama,rig_state_alaska,rig_state_alberta,rig_state_arizona,rig_state_arkansas,rig_state_british_columbia,rig_state_california,rig_state_colorado,rig_state_florida,rig_state_hawaii,rig_state_idaho,rig_state_illinois,rig_state_indiana,rig_state_kansas,rig_state_kentucky,rig_state_louisiana,rig_state_manitoba,rig_state_michigan,rig_state_mississippi,rig_state_montana,rig_state_nebraska,rig_state_nevada,rig_state_new_mexico,rig_state_new_york,rig_state_newfoundland_and_labrador,rig_state_nl_offshore,rig_state_north_dakota,rig_state_nova_scotia,rig_state_ohio,rig_state_oklahoma,rig_state_oregon,rig_state_pennsylvania,rig_state_saskatchewan,rig_state_south_dakota,rig_state_texas,rig_state_utah,rig_state_virginia,rig_state_west_virginia,rig_state_wyoming,rig_traj_directional,rig_traj_horizontal,rig_traj_other,rig_traj_vertical
2019-12-01,938.75,134.75,804.0,0.0,3.0,1.5,23.5,20.25,63.5,0.0,1.0,50.0,39.75,2.0,266.25,404.75,11.5,51.75,182.0,3.0,753.75,0.75,6.5,88.75,0.0,0.0,8.5,14.5,22.25,1.0,1.0,0.0,0.0,2.0,0.25,0.0,57.0,3.0,0.0,4.0,2.0,0.5,1.0,103.25,0.0,0.0,2.25,49.75,0.0,11.5,50.75,0.0,24.5,32.25,0.0,405.5,4.0,0.0,15.25,26.75,56.0,823.0,0.0,59.75
2020-01-01,996.0,204.6,791.4,2.6,2.0,1.0,20.4,19.4,68.4,0.0,0.6000000000000001,44.6,40.4,2.0,328.8,402.8,10.6,52.4,200.4,3.0,792.6,0.0,8.8,141.8,0.0,0.0,15.4,14.0,21.4,0.0,1.0,0.0,0.0,2.0,0.0,0.0,54.6,2.4,0.0,0.0,1.4,0.0,1.0,105.80000000000001,0.0,0.0,2.2,51.0,0.0,10.6,52.4,0.0,24.799999999999997,42.8,0.0,398.4,4.6,0.0,15.6,24.0,51.4,886.8,0.0,57.800000000000004
2020-02-01,1039.25,249.0,790.25,4.75,1.0,1.0,19.25,19.75,69.5,0.0,1.5,41.75,38.25,2.0,368.25,408.25,11.0,53.0,191.5,2.25,845.5,0.0,10.25,159.5,0.0,0.0,17.25,13.5,21.25,0.0,1.0,0.0,0.0,1.75,0.0,0.0,51.25,3.0,0.0,0.0,1.0,0.0,0.25,113.75,0.0,0.0,2.25,52.0,0.0,11.0,49.75,0.0,24.25,67.0,0.0,397.0,6.0,0.0,14.0,22.25,52.5,925.5,0.0,61.25
2020-03-01,903.75,132.5,771.25,4.0,1.0,1.0,17.0,19.75,66.5,0.0,2.5,42.25,38.5,1.75,244.0,405.0,9.5,51.0,158.75,2.0,743.0,1.0,9.75,96.25,0.0,0.0,12.0,12.0,20.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.5,1.25,0.0,1.0,1.0,0.0,0.0,113.5,0.0,0.0,1.75,50.0,0.0,9.5,43.5,0.0,24.0,21.25,0.0,394.25,7.25,0.0,14.5,20.0,51.25,808.75,0.0,43.75
2020-04-01,598.0,33.0,565.0,4.0,0.75,1.75,7.75,16.25,46.25,0.0,2.25,36.5,36.0,0.0,102.25,299.0,9.0,36.25,118.0,2.0,478.0,0.5,5.0,21.0,0.0,0.0,9.5,7.75,16.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,0.5,0.25,0.0,0.0,86.75,0.0,0.0,1.0,36.0,0.0,9.0,24.75,0.0,24.5,1.5,0.0,283.25,6.0,0.0,11.5,9.0,33.75,540.75,0.0,23.5
2020-05-01,371.4,23.4,348.0,2.6,0.2,2.0,4.0,6.2,25.0,0.0,2.0,32.0,29.6,0.0,61.4,180.4,8.4,17.6,95.4,2.0,274.0,0.0,3.0,12.4,0.0,0.0,6.6,4.8,7.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,65.2,0.0,0.0,2.4,17.6,0.0,8.4,12.8,0.0,22.2,2.0,0.0,157.8,0.0,0.0,7.4,3.2,28.8,333.0,0.0,9.6
2020-06-01,291.5,18.0,273.5,1.0,0.5,2.0,5.25,4.75,12.0,0.0,0.25,32.0,27.5,0.0,51.25,135.25,9.0,10.75,88.25,2.0,201.25,0.0,3.0,8.5,0.0,0.0,5.75,4.0,5.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,53.75,0.0,0.0,1.75,10.75,0.0,9.0,10.0,0.0,21.5,2.0,0.0,113.0,0.0,0.0,6.0,0.75,25.25,254.5,0.0,11.75
2020-07-01,287.8,32.6,255.2,1.0,0.0,0.6000000000000001,5.800000000000001,4.0,11.0,0.0,0.4,32.4,26.400000000000002,0.0,64.2,125.0,6.800000000000001,10.2,96.4,2.2,189.2,0.0,3.0,20.4,0.0,0.0,7.6000000000000005,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.2,0.0,0.0,1.0,0.0,0.0,0.0,49.4,0.0,0.0,1.4,10.2,0.0,6.800000000000001,10.2,0.0,21.0,3.2,0.0,106.0,0.0,0.0,5.4,1.0,25.2,247.0,0.0,15.6
2020-08-01,302.5,52.75,249.75,0.25,0.75,0.0,6.0,4.0,10.0,0.0,1.0,32.75,25.5,0.0,83.5,122.75,5.5,10.5,105.0,2.0,195.5,0.0,3.0,31.5,0.0,0.0,12.25,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.5,10.5,0.0,5.5,11.0,0.0,19.0,7.5,0.0,104.75,0.0,0.0,6.5,1.0,26.75,262.75,0.0,13.0
2020-09-01,316.25,59.75,256.5,0.0,1.0,0.0,6.0,4.0,9.75,0.0,1.0,35.75,25.25,0.0,94.5,124.25,5.25,9.5,107.25,3.0,206.0,0.0,2.75,33.25,0.0,0.0,13.25,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37.75,0.5,0.0,0.0,0.5,0.0,0.0,44.25,0.0,0.0,1.5,9.0,0.0,5.25,11.75,0.0,18.25,11.25,0.0,107.5,0.0,0.0,7.5,1.0,24.75,272.0,0.25,19.25
2020-10-01,360.8,80.8,280.0,0.0,0.8,0.0,6.8,3.4,14.8,0.0,0.4,36.6,25.8,0.0,121.8,132.8,6.0,11.6,114.4,3.0,243.4,0.4,2.4,44.8,0.0,0.0,14.799999999999999,4.0,4.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.4,1.0,0.0,0.4,1.0,0.0,0.0,45.2,0.0,0.0,1.4,10.6,0.0,6.0,13.4,0.0,18.2,18.8,0.0,122.0,1.7999999999999998,0.0,7.6,2.2,24.6,314.4,0.2,21.6
2020-11-01,405.0,94.5,310.5,0.0,0.0,0.0,9.75,3.25,20.5,0.0,0.0,38.5,26.5,0.0,136.25,154.5,4.25,11.5,129.75,2.75,272.5,0.0,3.0,54.75,0.0,0.0,18.25,4.75,4.25,0.0,0.75,0.0,0.0,1.0,0.0,0.0,38.0,1.0,0.0,0.0,0.5,0.0,0.0,54.0,0.0,0.0,0.75,11.0,0.0,4.25,13.25,0.0,19.5,19.75,0.0,143.75,3.0,0.0,7.0,2.5,23.75,358.75,0.0,22.5
2020-12-01,432.4,91.2,341.2,0.0,0.0,0.0,8.2,5.800000000000001,25.4,0.0,0.8,41.2,26.2,0.0,137.2,170.79999999999998,5.8,11.0,135.0,1.4,296.0,0.0,2.6,60.8,0.0,0.0,15.6,6.0,6.6000000000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.199999999999996,0.8,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.6,11.0,0.0,4.8,14.8,0.0,18.6,13.4,0.0,156.4,3.0,0.0,8.6,3.5999999999999996,22.0,392.6,0.0,17.8
2021-01-01,529.75,156.0,373.75,0.0,0.0,0.5,10.0,6.5,27.5,0.0,0.0,44.25,30.0,0.0,208.5,187.0,4.5,11.0,158.0,1.0,370.75,0.0,3.75,104.75,0.0,0.0,20.0,7.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,2.5,0.0,0.0,0.0,0.0,0.0,66.5,0.0,0.0,0.75,11.0,0.0,4.5,17.5,0.0,19.0,28.0,0.0,171.75,3.0,0.0,11.0,4.25,27.5,479.5,0.0,22.75
2021-02-01,567.5,170.5,397.0,0.0,0.0,1.0,9.0,7.0,28.75,0.0,0.0,46.25,30.25,0.0,221.75,203.25,7.0,13.25,164.75,1.0,401.75,0.0,3.5,111.0,0.0,0.0,21.25,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.25,3.0,0.0,0.0,0.0,0.0,0.0,61.25,0.0,0.0,1.0,13.25,0.0,7.0,17.25,0.0,18.5,34.25,0.0,193.25,3.0,0.0,11.75,5.0,25.75,514.75,0.0,27.0
2021-03-01,515.75,107.5,408.25,0.0,0.0,1.0,10.75,7.0,30.25,0.0,0.0,45.25,30.25,0.0,154.75,215.0,8.5,13.0,147.0,1.0,367.75,0.0,3.0,74.75,0.0,0.0,18.0,7.0,8.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.75,1.0,0.0,0.0,0.0,0.0,0.0,63.75,0.0,0.0,0.0,13.0,0.0,8.5,16.5,0.0,18.5,13.75,0.0,203.0,3.25,0.0,11.75,5.0,17.75,471.25,0.0,26.75
2021-04-01,493.6,57.800000000000004,435.8,0.0,0.0,1.0,12.0,7.0,33.2,0.0,2.2,44.8,29.4,0.0,114.60000000000001,225.0,9.8,14.6,132.0,1.6,360.0,0.0,3.0,42.2,0.0,0.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.2,0.0,0.0,0.4,0.0,0.0,0.0,70.2,0.0,0.0,0.6,14.6,0.0,9.8,20.4,0.0,18.4,1.0,0.0,211.0,7.6,0.0,11.0,4.2,21.4,450.0,0.0,22.2
2021-05-01,511.75,58.5,453.25,0.5,0.5,1.0,13.75,6.75,32.75,0.0,3.0,47.75,29.5,0.0,119.5,231.0,10.0,15.75,133.5,0.5,377.75,0.0,3.75,37.5,0.0,0.0,11.0,6.0,9.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.25,0.0,0.0,0.0,0.0,0.0,0.0,70.75,0.0,0.0,1.0,15.75,0.0,10.0,24.25,0.0,18.5,9.0,0.0,216.25,9.0,0.0,11.0,4.0,28.0,466.0,0.25,17.5
2021-06-01,567.5,103.25,464.25,1.75,1.0,0.75,15.5,7.5,32.5,0.0,1.5,48.75,27.5,0.0,170.0,235.25,9.0,16.5,135.75,0.0,431.75,0.0,3.5,60.25,0.0,0.0,12.75,6.25,9.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,52.0,2.5,0.5,0.0,0.0,0.0,0.0,74.5,0.0,0.0,2.0,16.5,0.0,9.0,27.5,0.0,17.25,25.75,0.0,219.25,9.5,0.0,10.25,7.75,28.75,518.5,0.0,20.25
2021-07-01,628.4,145.0,483.4,1.4,1.0,0.0,16.4,11.0,32.0,0.0,1.9999999999999998,48.4,28.2,0.0,220.4,239.4,10.0,18.2,155.0,1.2,472.2,0.0,4.6,93.0,0.0,0.0,17.8,6.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.8,2.8,1.0,0.0,0.0,0.0,0.0,74.8,0.0,0.0,1.0,18.2,0.0,10.0,28.6,0.0,18.4,30.4,0.0,225.20000000000002,10.4,0.0,9.8,11.6,36.0,573.0,0.0,19.400000000000002
2021-08-01,656.5,155.75,500.75,3.25,1.0,0.0,17.5,12.0,34.5,0.0,4.25,45.75,28.5,0.0,230.0,246.25,11.5,22.0,161.0,1.75,493.75,0.0,4.25,103.5,0.0,0.0,20.25,5.75,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.25,3.0,1.0,0.0,1.0,0.0,0.0,79.0,0.0,0.0,0.75,21.0,0.0,11.5,30.5,0.0,19.0,28.25,0.0,231.0,10.5,0.0,9.5,16.5,33.0,602.5,0.0,21.0
2021-09-01,661.0,152.75,508.25,2.5,1.25,0.0,18.5,12.0,35.5,0.0,3.75,47.5,26.75,0.75,221.75,255.75,12.0,23.0,160.5,1.25,499.25,0.0,5.0,104.0,0.0,0.0,18.25,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,3.0,1.0,0.0,1.0,0.0,0.0,83.0,0.25,0.0,1.0,22.0,0.0,12.0,34.5,0.0,18.0,26.5,0.0,237.0,11.0,0.0,8.5,18.0,21.25,609.5,0.0,30.25
2021-10-01,704.0,166.0,538.0,2.0,2.0,0.0,21.2,11.8,39.0,0.0,3.0,46.4,26.8,1.0,250.6,266.40000000000003,10.6,23.2,168.8,0.4,534.8,0.0,5.6000000000000005,118.2,0.0,0.0,18.0,8.4,11.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.6,3.0,1.0,0.6,1.0,0.0,0.0,86.2,0.0,0.0,1.0,22.2,0.0,10.6,42.0,0.0,17.2,25.8,0.0,247.8,9.6,0.0,10.2,16.8,36.4,635.0,0.0,32.6
2021-11-01,726.0,166.5,559.5,0.5,3.0,0.75,23.5,11.5,41.25,0.0,3.0,46.25,28.75,0.0,257.0,275.25,10.5,24.75,167.0,0.0,559.0,0.0,6.0,115.5,0.0,0.0,12.5,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.75,3.0,0.25,0.5,0.75,0.0,0.0,83.25,0.0,0.0,1.0,24.0,0.0,10.5,44.0,0.0,18.25,34.5,0.0,265.5,9.0,0.0,10.75,15.0,44.0,655.0,0.0,27.0
2021-12-01,728.6,149.4,579.2,0.6,2.2,0.2,25.6,11.0,43.6,0.0,3.8,47.2,29.400000000000002,0.0,238.4,288.8,10.8,27.0,163.8,0.2,564.6,0.0,5.2,104.4,0.0,0.0,11.2,8.4,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.2,2.6,0.0,0.0,0.0,0.0,0.0,90.80000000000001,0.0,0.0,0.8,27.0,0.0,10.8,47.0,0.0,18.8,30.4,0.0,274.8,9.6,0.0,10.6,15.0,37.0,662.4,0.0,29.2
2022-01-01,791.0,190.25,600.75,0.75,2.0,0.5,26.0,12.0,48.5,0.0,4.0,52.0,31.75,0.5,282.5,292.5,11.0,27.0,184.25,0.0,606.75,0.0,5.75,142.25,0.0,0.0,13.75,8.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,3.5,0.0,0.0,0.0,0.0,0.0,94.75,0.0,0.0,0.25,27.0,0.0,11.0,49.75,0.0,21.0,30.5,0.0,279.75,9.5,0.0,10.75,15.5,38.25,728.0,0.0,24.75
2022-02-01,856.0,220.25,635.75,0.75,2.25,2.75,26.0,13.0,53.0,0.0,4.5,56.75,35.0,0.75,314.0,302.5,11.5,33.25,204.75,1.0,650.25,0.0,8.0,167.5,0.0,0.0,15.5,7.0,13.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,54.0,4.0,0.0,0.0,1.0,0.0,0.0,93.25,0.0,0.0,1.0,32.25,0.0,11.5,51.75,0.0,23.75,32.25,0.0,301.75,11.5,0.0,11.25,14.5,36.0,790.75,0.0,29.25
2022-03-01,846.25,184.75,661.5,0.5,2.0,3.0,27.0,14.0,55.25,0.0,3.25,65.25,36.0,1.0,278.5,315.25,11.5,33.75,209.25,1.75,635.25,0.0,7.75,149.5,0.0,0.0,14.5,7.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,57.5,3.0,0.0,0.0,1.0,0.0,0.25,97.5,0.25,0.0,0.5,32.75,0.0,11.5,49.0,0.0,24.75,17.25,0.0,318.5,12.0,0.0,11.0,14.75,36.75,783.25,0.0,26.25
2022-04-01,796.4,106.8,689.6,1.4,2.0,3.6,25.799999999999997,14.8,59.0,0.0,4.0,66.8,37.0,1.0,202.79999999999998,331.6,11.8,34.8,197.0,2.0,597.4,0.0,8.0,92.6,0.0,0.0,11.2,7.0,14.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,56.8,0.0,0.0,0.0,1.2,0.0,1.0,95.80000000000001,0.0,0.0,1.0,33.6,0.0,11.8,50.4,0.0,23.8,2.0,0.0,342.0,12.799999999999999,0.0,13.2,15.4,33.4,736.6,0.0,26.400000000000002
2022-05-01,811.0,92.5,718.5,1.75,3.0,4.0,26.75,15.25,63.5,0.0,3.5,68.75,39.0,1.5,195.5,338.75,12.0,37.75,198.0,2.0,611.0,0.0,8.0,74.0,0.0,0.0,12.0,7.0,15.75,0.0,0.0,0.0,1.0,0.0,0.25,0.0,62.5,0.0,0.0,0.0,2.0,0.0,1.0,98.0,0.0,0.0,0.75,35.75,0.0,12.0,56.75,0.0,25.0,5.75,0.0,351.0,12.75,0.0,14.0,15.75,39.0,747.0,0.0,25.0
2022-06-01,880.25,142.0,738.25,2.5,4.0,4.0,28.75,15.25,68.75,0.0,1.75,68.5,39.0,1.75,250.75,345.25,12.0,38.0,201.75,2.0,676.5,0.0,8.0,100.25,0.0,0.0,9.25,6.0,16.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,1.25,0.0,0.0,3.0,0.0,1.0,105.5,0.0,0.0,1.5,35.0,0.0,12.0,59.25,0.0,25.0,29.75,0.0,357.75,13.75,0.0,14.0,18.25,44.0,807.0,0.0,29.25
2022-07-01,942.8,186.2,756.6,3.2,5.4,4.0,26.8,16.0,69.4,0.0,4.4,68.6,38.0,1.0,307.2,349.8,11.0,38.0,218.2,3.4,721.2,0.0,8.8,127.2,0.0,0.0,11.4,6.6,19.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,64.0,2.6,0.0,0.0,2.4,0.0,1.0,110.60000000000001,0.2,0.0,2.0,35.6,0.0,11.0,62.0,0.0,24.2,43.0,0.0,364.4,12.6,0.0,13.6,19.0,49.0,860.6,0.0,33.2
2022-08-01,965.0,201.5,763.5,2.0,6.25,3.25,23.5,17.0,71.5,0.0,7.0,69.25,35.75,1.0,331.25,346.5,11.75,39.0,223.5,2.75,738.75,0.0,9.25,142.0,0.0,0.0,13.0,7.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.75,3.0,0.0,0.0,2.0,0.0,1.0,105.0,0.25,0.0,1.25,37.0,0.0,11.0,64.75,0.0,23.5,42.25,0.0,371.25,12.0,0.0,12.75,20.0,47.5,886.5,0.0,31.0
2022-09-01,972.6,210.4,762.2,3.8000000000000003,6.8,3.0,23.2,17.0,71.6,0.0,6.6,71.0,36.0,1.6,338.0,342.6,11.4,40.0,228.0,2.0,742.6,0.0,9.8,149.4,0.0,0.0,14.0,7.0,21.0,0.0,1.0,0.0,1.0,0.0,0.4,0.0,65.2,3.2,0.0,0.0,1.8,0.0,1.0,109.8,0.0,0.0,0.8,38.2,0.0,10.8,64.4,0.0,23.2,43.0,0.0,361.40000000000003,12.8,0.0,13.399999999999999,20.0,52.0,895.2,0.0,25.4
2022-10-01,980.75,213.25,767.5,4.75,3.75,3.0,26.5,18.5,71.0,0.0,5.75,70.0,40.75,1.0,339.0,345.75,11.5,39.5,223.5,2.0,755.25,0.0,9.5,147.5,0.0,0.0,14.75,7.0,21.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,61.75,3.25,0.0,0.0,2.0,0.0,0.5,108.25,0.0,0.0,0.75,37.5,0.0,11.5,65.25,0.0,23.75,47.0,0.0,366.0,12.5,0.0,17.0,21.75,49.75,903.75,0.0,27.25
2022-11-01,979.75,201.0,778.75,6.0,3.25,2.75,28.0,20.0,70.75,0.0,4.5,69.75,39.5,1.5,330.25,349.25,12.75,41.5,222.0,2.0,755.75,0.0,10.0,146.25,0.0,0.0,14.5,5.25,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.75,3.25,0.0,0.0,3.5,0.0,0.0,105.0,0.0,0.0,0.0,38.0,0.0,12.75,68.25,0.0,22.5,37.0,0.0,372.25,12.5,0.0,17.0,24.0,53.75,902.25,0.0,23.75
2022-12-01,934.8,155.2,779.6,4.8,3.0,2.8,28.4,18.799999999999997,71.2,0.0,6.4,70.8,39.0,1.6,282.2,351.0,13.0,41.8,221.8,2.0,711.0,0.0,9.0,120.4,0.0,0.0,15.0,6.0,21.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,68.0,2.4,0.0,0.0,3.6,0.0,0.0,104.4,0.0,0.0,0.0,38.2,0.0,13.0,69.0,0.0,22.0,17.4,0.0,371.6,12.8,0.0,17.0,21.6,53.4,853.2,0.0,28.2
2023-01-01,998.25,226.0,772.25,6.25,2.0,2.25,24.75,16.25,72.0,0.0,10.0,68.75,37.5,3.75,343.25,355.0,14.5,42.0,239.5,2.0,756.75,0.0,8.5,169.25,0.0,0.0,16.75,4.75,20.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,64.5,3.75,0.0,0.0,2.5,0.0,0.0,102.5,0.0,0.0,1.0,39.5,0.0,14.0,64.5,0.0,21.25,35.25,0.0,379.25,12.0,0.0,16.75,20.0,57.75,908.0,0.0,32.5
2023-02-01,1006.0,247.75,758.25,2.25,1.75,1.25,27.75,15.75,71.25,0.0,8.5,69.25,36.25,4.0,358.25,352.75,15.0,42.0,240.0,2.0,764.0,0.5,7.0,184.75,0.0,0.0,19.0,3.25,18.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.5,4.0,0.0,0.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,41.0,0.0,14.0,63.25,0.0,22.75,40.0,0.0,371.75,11.0,0.0,14.5,17.5,52.25,920.5,0.0,33.25
2023-03-01,948.4,196.0,752.4,2.0,1.0,1.0,31.200000000000003,16.799999999999997,70.6,0.0,6.6000000000000005,66.8,38.2,3.2,307.0,349.4,12.6,42.0,241.6,3.0,703.8,1.0,9.4,153.2,0.0,0.0,18.8,2.0,18.599999999999998,0.0,1.0,0.0,0.2,0.0,0.2,0.0,58.6,2.2,0.8,0.0,1.0,0.0,1.0,105.39999999999999,0.0,0.0,0.4,41.0,0.0,12.200000000000001,60.800000000000004,0.0,23.8,21.4,0.0,370.2,11.0,0.0,14.8,19.4,53.4,870.0,0.0,25.0
2023-04-01,860.75,109.0,751.75,2.5,1.0,1.75,27.5,17.0,68.25,0.0,4.25,64.25,41.0,1.5,223.5,357.0,10.5,40.75,224.0,3.0,633.75,1.0,9.75,86.75,0.0,0.0,19.0,2.0,18.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,57.5,0.0,1.0,0.0,1.0,0.0,1.0,104.75,0.0,0.0,1.0,39.75,0.0,10.5,55.5,0.0,25.0,2.25,0.0,376.5,12.0,0.0,16.0,18.5,52.75,788.25,0.0,19.75
2023-05-01,817.25,89.75,727.5,1.5,1.0,1.75,24.0,15.5,61.25,0.0,2.25,57.5,39.75,1.0,211.25,352.0,10.25,38.25,195.75,3.75,617.75,0.25,8.0,65.25,0.0,0.0,19.5,2.5,18.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.25,1.0,0.0,1.0,0.0,1.0,108.0,0.0,0.0,1.75,37.25,0.0,10.25,50.5,0.0,24.5,3.0,0.0,362.5,13.25,0.0,15.25,15.75,55.25,742.25,0.0,19.75
2023-06-01,832.4,145.6,686.8,0.0,1.0,1.0,22.6,14.0,59.4,0.0,3.0,49.6,36.6,1.0,253.4,343.6,11.799999999999999,35.4,185.2,4.8,642.4,0.0,7.8,96.6,0.0,0.0,15.8,2.0,16.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,3.2,1.0,0.0,0.0,0.0,1.0,106.6,0.0,0.0,1.0,35.4,0.0,11.799999999999999,42.2,0.0,23.2,29.0,0.0,346.59999999999997,12.8,0.0,13.4,16.8,53.6,758.2,0.0,20.6
2023-07-01,857.5,185.5,672.0,0.0,1.0,0.75,22.25,14.0,57.75,0.0,2.5,44.75,34.75,0.25,295.5,336.5,12.75,34.75,201.75,6.25,649.5,0.0,8.0,125.25,0.0,0.0,19.0,2.0,14.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.25,4.0,1.0,0.0,0.0,0.0,0.75,112.0,0.0,0.0,1.0,34.75,0.0,12.75,39.5,0.0,22.75,36.25,0.0,327.5,14.0,0.0,12.0,19.0,54.75,781.75,0.0,21.0
2023-08-01,836.0,189.25,646.75,0.75,1.0,0.0,18.25,14.0,53.0,0.0,1.5,43.0,31.25,0.0,302.5,325.75,11.0,34.0,192.75,5.5,637.75,0.0,9.0,131.5,0.0,0.0,18.5,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.25,4.0,1.0,0.0,0.0,0.0,0.0,111.25,0.25,0.0,1.0,34.0,0.0,11.0,39.0,0.0,20.5,34.25,0.0,311.25,15.0,0.0,10.75,20.5,55.0,758.0,0.0,23.0
2023-09-01,819.4,188.0,631.4,1.4,0.0,0.0,16.6,14.2,49.2,0.0,3.4,40.2,29.0,0.2,304.8,318.0,10.0,32.4,189.0,5.2,625.2,0.0,9.0,130.8,0.0,0.0,18.8,4.4,15.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.2,3.8,1.0,0.0,1.6,0.0,0.6,103.0,1.0,0.0,0.2,30.8,0.0,10.0,37.800000000000004,0.0,20.8,34.4,0.0,309.8,14.4,0.0,8.2,20.2,57.8,744.2,0.0,17.4
2023-10-01,814.25,191.75,622.5,1.75,0.0,0.0,15.25,14.0,50.5,0.0,5.5,38.75,28.75,1.0,304.75,311.25,10.0,32.75,192.25,4.25,617.75,0.0,9.0,136.25,0.0,0.0,19.5,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,3.5,1.0,0.0,2.75,0.0,0.5,102.75,0.25,0.0,1.0,30.0,0.0,10.0,37.0,0.0,21.0,31.5,0.0,304.25,14.0,0.0,7.75,18.75,57.0,740.75,0.0,16.5
2023-11-01,815.5,197.0,618.5,0.5,0.0,0.5,13.75,14.25,50.5,0.0,6.0,38.0,27.5,0.5,308.75,310.5,12.25,32.5,190.25,4.25,621.0,0.0,9.25,143.5,0.0,0.0,20.25,5.0,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,3.75,1.0,0.0,2.5,0.0,0.0,105.5,0.0,0.0,1.0,30.0,0.0,12.25,37.0,0.0,19.5,28.5,0.0,302.75,12.5,0.0,8.0,16.75,59.0,741.5,0.0,15.0
2023-12-01,783.8,160.6,623.2,1.2,0.6,1.0,20.4,14.0,52.400000000000006,0.0,3.6,42.4,28.6,0.0,264.6,310.6,12.0,32.4,185.79999999999998,3.0,595.0,0.0,10.0,116.39999999999999,0.0,0.0,19.8,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,2.8,1.0,0.0,1.0,0.0,0.0,100.6,0.0,0.0,1.0,31.4,0.0,12.0,41.199999999999996,0.0,19.8,20.6,0.0,307.4,12.2,0.0,8.8,14.6,52.6,716.2,0.0,15.0
